id,fold,feature_type,feature_set,model_name,hyperparameters,fit_metric,tn,fp,fn,tp,balanced_accuracy,f1,precision,recall,specificity,detected_seizures,total_seizures,false_detected_rate,data_length_hours,norm_type,percent_detected
1099cb79cb1d4ab690042d390176b942,2,local,best_10,passive_aggressive,"{'C': 0.1, 'class_weight': 'balanced'}",0.8737375614302569,3484086,478157,1235,4988,0.8404321505348016,0.0203854767782118,0.0103240228088876,0.8015426643098185,0.8793216367597848,608,608,14.906676786445948,5511.758333333333,per_file,100.0
116855c60d554bf4996151cfc51e57e5,2,local,best_10,sgd,"{'alpha': 0.01, 'class_weight': 'balanced', 'early_stopping': False, 'eta0': 0.001, 'learning_rate': 'adaptive', 'loss': 'hinge', 'max_iter': 1000, 'penalty': 'l1', 'tol': 0.0001, 'validation_fraction': 0.2}",0.9040629300631298,3850878,111365,1410,4813,0.8726573123490245,0.0786431483402913,0.0414278090516276,0.7734211794954202,0.9718934452026288,608,608,3.6859380929558174,5511.758333333333,per_file,100.0
f59258a8f1a447cd973730f03566eab9,2,local,best_15,decision_tree,"{'ccp_alpha': 0, 'class_weight': 'balanced', 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 100}",0.95562856619281,3879310,82933,1268,4955,0.8876544672451454,0.1053011868963245,0.0563785727289277,0.7962397557448176,0.9790691787454732,607,608,2.114751644590126,5511.758333333333,per_file,99.83552631578947
b322fd30cd324172a93cd0e70084da07,2,local,best_15,gaussian_nb,{'var_smoothing': 0.01},0.8852667057694787,3912808,49435,1492,4731,0.8738838681002945,0.1566841643345642,0.0873426134475501,0.7602442551823879,0.9875234810182012,608,608,1.4888170895252726,5511.758333333333,per_file,100.0
5e9aea94a2c64595b1a75b14f1e1409c,2,local,best_15,passive_aggressive,"{'C': 1, 'class_weight': 'balanced'}",0.8527763792082558,3260218,702025,892,5331,0.839741045327056,0.0149415832024204,0.0075365162662082,0.8566607745460388,0.8228213161080731,608,608,19.91451608757641,5511.758333333333,per_file,100.0
ff1204620b024b37be9e9287a4856c2d,2,local,best_15,sgd,"{'alpha': 0.01, 'class_weight': 'balanced', 'early_stopping': False, 'eta0': 0.01, 'learning_rate': 'adaptive', 'loss': 'hinge', 'max_iter': 1000, 'penalty': 'l1', 'tol': 0.0001, 'validation_fraction': 0.2}",0.9068155536015956,3846139,116104,1406,4817,0.8723806808879497,0.0757723526080664,0.0398359259351146,0.7740639562911779,0.9706974054847216,608,608,3.914177417672219,5511.758333333333,per_file,100.0
a94e0c32673242218f99c224991b6400,2,local,best_5_and_leastcorr,decision_tree,"{'ccp_alpha': 0, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 1000}",0.9588802260728734,3853101,109142,1052,5171,0.90170209688521,0.0858000929182982,0.0452354500363038,0.830949702715732,0.972454491054688,608,608,2.512628305244394,5511.758333333333,per_file,100.0
2631ca039ab8438bb89711791f6269e2,2,local,best_5_and_leastcorr,gaussian_nb,{'var_smoothing': 0.001},0.8993555636590489,3923066,39177,1400,4823,0.8825702700662674,0.1920633972482727,0.1096136363636363,0.7750281214848144,0.9901124186477204,608,608,1.0334270219273645,5511.758333333333,per_file,100.0
84af85def1f24faba6f3e9f874eaf9e3,2,local,best_5_and_leastcorr,passive_aggressive,"{'C': 1, 'class_weight': 'balanced'}",0.936790560044311,3685953,276290,914,5309,0.8916973983034455,0.0368908561541508,0.0188530499042965,0.8531255021693717,0.9302692944375194,608,608,7.923968606509417,5511.758333333333,per_file,100.0
cfbd6a2bba5b4d678f2d5bbcc1c3c601,2,local,best_5_and_leastcorr,sgd,"{'alpha': 0.001, 'class_weight': 'balanced', 'early_stopping': False, 'eta0': 0.01, 'learning_rate': 'adaptive', 'loss': 'log_loss', 'max_iter': 1000, 'penalty': 'l1', 'tol': 0.0001, 'validation_fraction': 0.2}",0.943306201494854,3790679,171564,1059,5164,0.893262563235429,0.0564522741061814,0.0292200443619573,0.829824843323156,0.956700283147702,608,608,4.579300918793307,5511.758333333333,per_file,100.0
